1,HMDB,HMDB00944,2668,0
2,KEGG,C08281,2668,0
3,CHEBI,28941,2668,0
4,PubChem,8215,2668,0
5,RefMet,43,2668,0
6,HMDB,HMDB00157,3621,0
7,KEGG,C00262,3621,0
8,EHMN,C00262,3621,0
9,CHEBI,17368,3621,0
10,PubChem,790,3621,0
11,RefMet,37106,3621,0
12,HepatoNet,HC00238,3621,0
13,CHEBI,15812,2681,0
14,HMDB,HMDB06203,374,0
15,KEGG,C03033,374,0
16,PubChem,44263365,374,0
17,EHMN,CE5349,1853,0
18,HMDB,HMDB12914,2063,0
19,EHMN,CE6188,2063,0
20,HMDB,HMDB06534,5049,0
21,CHEBI,71687,5049,0
22,PubChem,14844436,5049,0
23,EHMN,CE2949,1446,0
24,EHMN,CE2916,1441,0
25,EHMN,CE2882,1423,0
26,PubChem,22660069,1423,0
27,EHMN,C02686,2982,0
28,EHMN,CE7112,2192,0
29,HMDB,HMDB01389,4026,0
30,KEGG,C01598,4026,0
31,EHMN,C01598,4026,0
32,CHEBI,16796,4026,0
33,PubChem,896,4026,0
34,RefMet,37767,4026,0
35,HMDB,HMDB02786,4173,0
36,KEGG,C00088,4173,0
37,EHMN,C00088,4173,0
38,CHEBI,16301,4173,0
39,PubChem,24529,4173,0
40,EHMN,CE4820,1535,0
41,HMDB,HMDB06720,1235,0
42,EHMN,CE2201,1235,0
43,CHEBI,47214,1235,0
44,PubChem,13072270,1235,0
45,KEGG,C05412,3945,0
46,PubChem,644110,3945,0
47,KEGG,C06126,2623,0
48,EHMN,C06126,2623,0
49,EHMN,CE2616,1373,0
50,EHMN,CE5025,1650,0
51,EHMN,CE6252,2110,0
52,EHMN,CE4799,1504,0
53,EHMN,CE4823,1544,0
54,EHMN,CE6248,2102,0
55,HMDB,HMDB00250,4422,0
56,KEGG,C00013,4422,0
57,EHMN,C00013,4422,0
58,CHEBI,29888,4422,0
59,PubChem,1023,4422,0
60,RefMet,71430,4422,0
61,HepatoNet,HC00023,4422,0
62,EHMN,C05956,3467,0
63,CHEBI,27647,3467,0
64,HMDB,HMDB03529,4055,0
65,KEGG,C01284,4055,0
66,EHMN,C01284,4055,0
67,CHEBI,16322,4055,0
68,HMDB,HMDB03036,4880,0
69,CHEBI,35432,4880,0
70,PubChem,122196,4880,0
71,EHMN,C04308,858,0
72,CHEBI,52332,858,0
73,HMDB,HMDB06270,3891,0
74,PubChem,5282457,3891,0
75,RefMet,556,3891,0
76,HMDB,HMDB04702,977,0
77,KEGG,C14826,977,0
78,EHMN,C14826,977,0
79,CHEBI,38299,977,0
80,PubChem,5356421,977,0
81,RefMet,2075,977,0
82,HMDB,HMDB01167,4089,0
83,KEGG,C00546,4089,0
84,EHMN,C00546,4089,0
85,CHEBI,17158,4089,0
86,PubChem,880,4089,0
87,RefMet,37635,4089,0
88,HepatoNet,HC00425,4089,0
89,HMDB,HMDB01316,438,0
90,KEGG,C00345,438,0
91,EHMN,C00345,438,0
92,CHEBI,48928,438,0
93,PubChem,91493,438,0
94,RefMet,37723,438,0
95,HepatoNet,HC00292,438,0
96,HMDB,HMDB06344,4374,0
97,KEGG,C04148,4374,0
98,CHEBI,17884,4374,0
99,PubChem,92258,4374,0
100,RefMet,38867,4374,0
101,HMDB,HMDB01369,70,0
102,KEGG,C04281,70,0
103,EHMN,C04281,70,0
104,CHEBI,6151,70,0
105,PubChem,11966267,70,0
106,HepatoNet,HC01261,70,0
107,HMDB,HMDB02086,571,0
108,KEGG,C00194,571,0
109,CHEBI,18408,571,0
110,HMDB,HMDB06409,4909,0
111,PubChem,153005,4909,0
112,RefMet,38885,4909,0
113,HMDB,HMDB02368,4186,0
114,KEGG,C08323,4186,0
115,CHEBI,44247,4186,0
116,PubChem,5281120,4186,0
117,RefMet,525,4186,0
118,HMDB,HMDB00131,3077,0
119,KEGG,C00116,3077,0
120,EHMN,C00116,3077,0
121,CHEBI,17754,3077,0
122,PubChem,753,3077,0
123,RefMet,37092,3077,0
124,HepatoNet,HC00114,3077,0
125,HMDB,HMDB01043,720,0
126,KEGG,C00219,720,0
127,EHMN,C00219,720,0
128,CHEBI,15843,720,0
129,PubChem,444899,720,0
130,RefMet,436,720,0
131,HepatoNet,HC00202,720,0
132,HepatoNet,HC02055,2478,0
133,HMDB,HMDB01373,2707,0
134,KEGG,C00882,2707,0
135,EHMN,C00882,2707,0
136,CHEBI,15468,2707,0
137,PubChem,444485,2707,0
138,RefMet,49924,2707,0
139,HepatoNet,HC00575,2707,0
140,HMDB,HMDB12487,1361,0
141,EHMN,CE2592,1361,0
142,PubChem,53481439,1361,0
143,HepatoNet,HC12592,1361,0
144,HMDB,HMDB00224,2805,0
145,KEGG,C00346,2805,0
146,EHMN,C00346,2805,0
147,CHEBI,17553,2805,0
148,PubChem,1015,2805,0
149,RefMet,37145,2805,0
150,HepatoNet,HC00293,2805,0
151,HMDB,HMDB01338,4401,0
152,KEGG,C00154,4401,0
153,EHMN,C00154,4401,0
154,CHEBI,15525,4401,0
155,PubChem,15667,4401,0
156,HepatoNet,HC00150,4401,0
157,HMDB,HMDB02031,299,0
158,KEGG,C05100,299,0
159,EHMN,C05100,299,0
160,CHEBI,1670,299,0
161,HepatoNet,HC01371,299,0
162,HMDB,HMDB00646,706,0
163,KEGG,C00259,706,0
164,CHEBI,17535,706,0
165,HMDB,HMDB13062,2083,0
166,EHMN,CE6235,2083,0
167,PubChem,53481602,2083,0
168,EHMN,CE5022,1649,0
169,PubChem,24205,1649,0
170,KEGG,C05884,4162,0
171,HMDB,HMDB00286,4934,0
172,KEGG,C00029,4934,0
173,EHMN,C00029,4934,0
174,CHEBI,52249,4934,0
175,PubChem,53477679,4934,0
176,RefMet,37181,4934,0
177,HepatoNet,HC00038,4934,0
178,HMDB,HMDB01294,78,0
179,KEGG,C01159,78,0
180,EHMN,C01159,78,0
181,CHEBI,17720,78,0
182,EHMN,CE2242,1250,0
183,EHMN,CE2886,1430,0
184,HMDB,HMDB00099,2463,0
185,KEGG,C02291,2463,0
186,CHEBI,17482,2463,0
187,PubChem,439258,2463,0
188,RefMet,37075,2463,0
189,HepatoNet,HC00916,2463,0
190,HMDB,HMDB03125,3195,0
191,KEGG,C00027,3195,0
192,EHMN,C00027,3195,0
193,CHEBI,16240,3195,0
194,PubChem,784,3195,0
195,HepatoNet,HC00036,3195,0
196,HMDB,HMDB00806,4900,0
197,KEGG,C06424,4900,0
198,EHMN,C06424,4900,0
199,CHEBI,28875,4900,0
200,PubChem,11005,4900,0
201,RefMet,36,4900,0
202,KEGG,C04849,875,0
203,EHMN,C04849,875,0
204,CHEBI,57449,875,0
205,PubChem,21158465,875,0
206,HMDB,HMDB03945,3514,0
207,KEGG,C05272,3514,0
208,EHMN,C05272,3514,0
209,CHEBI,61526,3514,0
210,PubChem,46173176,3514,0
211,HepatoNet,HC01411,3514,0
212,HMDB,HMDB01127,439,0
213,KEGG,C01236,439,0
214,EHMN,C01236,439,0
215,CHEBI,16938,439,0
216,PubChem,439452,439,0
217,HepatoNet,HC00733,439,0
218,EHMN,CE6451,2130,0
219,HMDB,HMDB00696,4045,0
220,KEGG,C00073,4045,0
221,CHEBI,16643,4045,0
222,PubChem,6137,4045,0
223,RefMet,37371,4045,0
224,HepatoNet,HC00075,4045,0
225,HMDB,HMDB06519,4718,0
226,KEGG,C16163,4718,0
227,PubChem,23724640,4718,0
228,HMDB,HMDB04484,609,0
229,KEGG,C11136,609,0
230,CHEBI,37451,609,0
231,PubChem,443078,609,0
232,HMDB,HMDB12557,1624,0
233,EHMN,CE4898,1624,0
234,PubChem,53481463,1624,0
235,HMDB,HMDB01310,639,0
236,KEGG,C00133,639,0
237,CHEBI,15570,639,0
238,PubChem,71080,639,0
239,EHMN,CE6452,2131,0
240,KEGG,C05874,2930,0
241,HMDB,HMDB05896,3521,0
242,KEGG,C14209,3521,0
243,CHEBI,62845,3521,0
244,PubChem,44348689,3521,0
245,HMDB,HMDB01362,3176,0
246,KEGG,C00282,3176,0
247,CHEBI,15378,3176,0
248,PubChem,1038,3176,0
249,EHMN,CE5344,1838,0
250,HMDB,HMDB01336,150,0
251,KEGG,C01161,150,0
252,EHMN,C01161,150,0
253,CHEBI,41941,150,0
254,HMDB,HMDB01143,4060,0
255,KEGG,C01243,4060,0
256,EHMN,C01243,4060,0
257,CHEBI,18228,4060,0
258,PubChem,439455,4060,0
259,HMDB,HMDB00010,892,0
260,KEGG,C05299,892,0
261,EHMN,C05299,892,0
262,CHEBI,1189,892,0
263,PubChem,440624,892,0
264,RefMet,35292,892,0
265,HMDB,HMDB06484,111,0
266,CHEBI,50771,111,0
267,HMDB,HMDB00067,2242,0
268,KEGG,C00187,2242,0
269,EHMN,C00187,2242,0
270,CHEBI,16113,2242,0
271,PubChem,5997,2242,0
272,RefMet,34361,2242,0
273,HepatoNet,HC00178,2242,0
274,EHMN,CE5348,1848,0
275,HMDB,HMDB06059,3857,0
276,KEGG,C05950,3857,0
277,CHEBI,27562,3857,0
278,PubChem,5280877,3857,0
279,RefMet,2574,3857,0
280,HMDB,HMDB00210,4406,0
281,KEGG,C00864,4406,0
282,CHEBI,7916,4406,0
283,PubChem,988,4406,0
284,RefMet,71427,4406,0
285,HepatoNet,HC00568,4406,0
286,HMDB,HMDB00215,511,0
287,KEGG,C00140,511,0
288,EHMN,C00140,511,0
289,CHEBI,506227,511,0
290,PubChem,439174,511,0
291,RefMet,67000,511,0
292,HepatoNet,HC00138,511,0
293,HMDB,HMDB01509,2100,0
294,KEGG,C04853,2100,0
295,EHMN,CE6247,2100,0
296,CHEBI,15646,2100,0
297,PubChem,1589,2100,0
298,HMDB,HMDB02719,2711,0
299,KEGG,C01802,2711,0
300,EHMN,C01802,2711,0
301,CHEBI,17737,2711,0
302,PubChem,439577,2711,0
303,HepatoNet,HC00847,2711,0
304,EHMN,CE5968,2022,0
305,HMDB,HMDB02024,3651,0
306,KEGG,C02835,3651,0
307,EHMN,C02835,3651,0
308,CHEBI,16974,3651,0
309,PubChem,96215,3651,0
310,RefMet,37979,3651,0
311,KEGG,C05546,4194,0
