1,10-Formyltetrahydrofolate,primary,1
2,10-Formyltetrahydrofolate,primary,2
3,10-Formyltetrahydrofolate,primary,3
4,10-Formyltetrahydrofolate,primary,4
5,10-formyltetrahydrofolate-[Glu](5),primary,5
6,10-formyltetrahydrofolate-[Glu](5),primary,6
7,10-formyltetrahydrofolate-[Glu](5),primary,7
8,10-formyltetrahydrofolate-[Glu](5),primary,8
9,10-formyltetrahydrofolate-[Glu](6),primary,9
10,10-formyltetrahydrofolate-[Glu](6),primary,10
11,10-formyltetrahydrofolate-[Glu](6),primary,11
12,10-formyltetrahydrofolate-[Glu](6),primary,12
13,10-formyltetrahydrofolate-[Glu](7),primary,13
14,10-formyltetrahydrofolate-[Glu](7),primary,14
15,10-formyltetrahydrofolate-[Glu](7),primary,15
16,10-formyltetrahydrofolate-[Glu](7),primary,16
17,fatty acid 11-cis-retinol,primary,17
18,fatty acid 11-cis-retinol,primary,18
19,11-deoxycortisol,primary,19
20,11-deoxycortisol,primary,20
21,11-deoxycortisol,primary,21
22,11-deoxycorticosterone,primary,22
23,11-deoxycorticosterone,primary,23
24,11-deoxycorticosterone,primary,24
25,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",primary,25
26,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",primary,26
27,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",primary,27
28,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",primary,28
29,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",primary,29
30,12 hydroxy arachidonic acid,primary,30
31,"12-Hydroperoxyeicosa-5,8,10,14-tetraenoate",primary,31
32,"(R)-propane-1,2-diol",primary,32
33,"(S)-propane-1,2-diol",primary,33
34,12R-Hydroperoxyeicosatetraenoate,primary,34
35,13-cis-oxo-retinoic acid,primary,35
36,13-cis-oxo-retinoic acid,primary,36
37,13-cis-retinoate,primary,37
38,13-cis-retinoate,primary,38
39,13-cis-retinoate,primary,39
40,13-cis-retinoyl glucuronide,primary,40
41,13-cis-retinoyl glucuronide,primary,41
42,13-cis-retinoyl glucuronide,primary,42
43,trimethylenediaminium,primary,43
44,3-Phospho-D-glyceroyl phosphate,primary,44
45,15(S)-HPETE(1-),primary,45
46,15(S)-HPETE(1-),primary,46
47,15(S)-HPETE(1-),primary,47
48,17alpha-hydroxypregnenolone,primary,48
49,17alpha-hydroxypregnenolone,primary,49
50,17alpha-hydroxypregnenolone,primary,50
51,17alpha-hydroxypregnenolone,primary,51
52,17alpha-hydroxypregnenolone,primary,52
53,17alpha-hydroxyprogesterone,primary,53
54,17alpha-hydroxyprogesterone,primary,54
55,17alpha-hydroxyprogesterone,primary,55
56,18 hydroxy arachidonic acid,primary,56
57,"1-alpha,24R,25-Trihydroxyvitamin D2",primary,57
58,calcitetrol,primary,58
