1,10fthf5glu[c],10FTHF5GLUtl,,in,,1,1
2,10fthf5glu[l],10FTHF5GLUtl,,out,,1,1
3,10fthf5glu[m],10FTHF5GLUtm,,in,,1,1
4,10fthf5glu[c],10FTHF5GLUtm,,out,,1,1
5,10fthf6glu[c],10FTHF6GLUtl,,in,,1,1
6,10fthf6glu[l],10FTHF6GLUtl,,out,,1,1
7,10fthf6glu[m],10FTHF6GLUtm,,in,,1,1
8,10fthf6glu[c],10FTHF6GLUtm,,out,,1,1
9,10fthf7glu[c],10FTHF7GLUtl,,in,,1,1
10,10fthf7glu[l],10FTHF7GLUtl,,out,,1,1
11,10fthf7glu[m],10FTHF7GLUtm,,in,,1,1
12,10fthf7glu[c],10FTHF7GLUtm,,out,,1,1
13,10fthf[c],10FTHFtl,,in,,1,1
14,10fthf[l],10FTHFtl,,out,,1,1
15,10fthf[c],10FTHFtm,,in,,1,1
16,10fthf[m],10FTHFtm,,out,,1,1
17,11docrtsl[c],11DOCRTSLtm,,in,,1,1
18,11docrtsl[m],11DOCRTSLtm,,out,,1,1
19,11docrtsl[c],11DOCRTSLtr,,in,,1,1
20,11docrtsl[r],11DOCRTSLtr,,out,,1,1
21,11docrtstrn[c],11DOCRTSTRNtm,,in,,1,1
22,11docrtstrn[m],11DOCRTSTRNtm,,out,,1,1
23,11docrtstrn[c],11DOCRTSTRNtr,,in,,1,1
24,11docrtstrn[r],11DOCRTSTRNtr,,out,,1,1
25,2425dhvitd2[c],24_25DHVITD2t,,in,,1,1
26,2425dhvitd2[e],24_25DHVITD2t,,out,,1,1
27,2425dhvitd2[m],24_25DHVITD2tm,,in,,1,1
28,2425dhvitd2[c],24_25DHVITD2tm,,out,,1,1
29,2425dhvitd3[c],24_25DHVITD3t,,in,,1,1
30,2425dhvitd3[e],24_25DHVITD3t,,out,,1,1
31,2425dhvitd3[m],24_25DHVITD3tm,,in,,1,1
32,2425dhvitd3[c],24_25DHVITD3tm,,out,,1,1
33,24nph[e],24NPHte,,in,,1,1
34,24nph[c],24NPHte,,out,,1,1
35,25hvitd2[c],25HVITD2t,,in,,1,1
36,25hvitd2[e],25HVITD2t,,out,,1,1
37,25hvitd2[e],25HVITD2tin,,in,,1,1
38,25hvitd2[c],25HVITD2tin,,out,,1,1
39,25hvitd2[c],25HVITD2tin_m,,in,,1,1
40,25hvitd2[m],25HVITD2tin_m,,out,,1,1
41,25hvitd2[m],25HVITD2tm,,in,,1,1
42,25hvitd2[c],25HVITD2tm,,out,,1,1
43,25hvitd3[c],25HVITD3t,,in,,1,1
44,25hvitd3[e],25HVITD3t,,out,,1,1
45,25hvitd3[e],25HVITD3tin,,in,,1,1
46,25hvitd3[c],25HVITD3tin,,out,,1,1
47,25hvitd3[c],25HVITD3tin_m,,in,,1,1
48,25hvitd3[m],25HVITD3tin_m,,out,,1,1
49,25hvitd3[m],25HVITD3tm,,in,,1,1
50,25hvitd3[c],25HVITD3tm,,out,,1,1
51,L2aadp[c],2AMADPTm,,in,,1,1
52,akg[m],2AMADPTm,,in,,1,1
53,L2aadp[m],2AMADPTm,,out,,1,1
54,akg[c],2AMADPTm,,out,,1,1
55,2hb[e],2HBt2,0,in,6566,1,1
56,h[e],2HBt2,0,in,6566,1,1
57,h[c],2HBt2,0,out,6566,1,1
58,2hb[c],2HBt2,0,out,6566,1,1
59,hco3[e],2HCO3_NAt,,in,,1,1
60,na1[e],2HCO3_NAt,0,in,57835,1,1
61,hco3[c],2HCO3_NAt,,out,,1,1
62,na1[c],2HCO3_NAt,0,out,57835,1,1
63,2mcit[c],2MCITt,,in,,1,1
64,2mcit[e],2MCITt,,out,,1,1
65,akg[m],2OXOADPTm,,in,,1,1
66,2oxoadp[c],2OXOADPTm,,in,,1,1
67,akg[c],2OXOADPTm,,out,,1,1
68,2oxoadp[m],2OXOADPTm,,out,,1,1
69,34dhoxpeg[c],34DHOXPEGt,,in,,1,1
70,34dhoxpeg[e],34DHOXPEGt,,out,,1,1
71,34dhphe[e],34DHPHEt,,in,,1,1
72,34dhphe[c],34DHPHEt,,out,,1,1
73,35cgmp[c],35CGMPtn,,in,,1,1
74,35cgmp[n],35CGMPtn,,out,,1,1
75,3aib[c],3AIBt,,in,,1,1
76,3aib[e],3AIBt,,out,,1,1
77,3aib[m],3AIBtm,0,in,18,1,1
78,3aib[c],3AIBtm,0,out,18,1,1
79,3mlda[c],3MLDAt,,in,,1,1
80,3mlda[e],3MLDAt,,out,,1,1
81,h[c],3MOBt2im,,in,,1,1
82,3mob[c],3MOBt2im,,in,,1,1
83,h[m],3MOBt2im,,out,,1,1
84,3mob[m],3MOBt2im,,out,,1,1
85,h[c],3MOPt2im,,in,,1,1
86,3mop[c],3MOPt2im,,in,,1,1
87,h[m],3MOPt2im,,out,,1,1
88,3mop[m],3MOPt2im,,out,,1,1
89,3sala[m],3SALAASPm,0,in,8604,1,1
90,asp_L[c],3SALAASPm,0,in,8604,1,1
91,3sala[c],3SALAASPm,0,out,8604,1,1
92,asp_L[m],3SALAASPm,0,out,8604,1,1
93,4abut[c],4ABUTtm,,in,,1,1
94,4abut[m],4ABUTtm,,out,,1,1
95,4hdebrisoquine[e],4HDEBRISOQUINEte,,in,,1,1
96,4hdebrisoquine[c],4HDEBRISOQUINEte,,out,,1,1
97,h[c],4MOPt2im,,in,,1,1
98,4mop[c],4MOPt2im,,in,,1,1
99,h[m],4MOPt2im,,out,,1,1
100,4mop[m],4MOPt2im,,out,,1,1
101,4mptnl[c],4MPTNLte,,in,,1,1
102,4mptnl[e],4MPTNLte,,out,,1,1
103,4mptnl[c],4MPTNLtm,,in,,1,1
104,4mptnl[m],4MPTNLtm,,out,,1,1
105,4mptnl[c],4MPTNLtr,,in,,1,1
106,4mptnl[r],4MPTNLtr,,out,,1,1
107,4mtolbutamide[e],4MTOLBUTAMIDEte,,in,,1,1
108,4mtolbutamide[c],4MTOLBUTAMIDEte,,out,,1,1
109,4nphsf[e],4NPHSFte,,in,,1,1
110,4nphsf[c],4NPHSFte,,out,,1,1
111,4nph[e],4NPHte,,in,,1,1
112,4nph[c],4NPHte,,out,,1,1
113,5adtststeroneglc[c],5ADTSTSTERONEGLCtr,,in,,1,1
114,5adtststeroneglc[r],5ADTSTSTERONEGLCtr,,out,,1,1
115,5adtststerones[c],5ADTSTSTERONESte,,in,,1,1
116,5adtststerones[e],5ADTSTSTERONESte,,out,,1,1
117,5adtststerone[e],5ADTSTSTERONEte,,in,,1,1
118,5adtststerone[c],5ADTSTSTERONEte,,out,,1,1
119,5adtststerone[r],5ADTSTSTERONEtr,,in,,1,1
120,5adtststerone[c],5ADTSTSTERONEtr,,out,,1,1
121,5aop[c],5AOPtm,,in,,1,1
122,5aop[m],5AOPtm,,out,,1,1
123,5dhf[c],5DHFtl,,in,,1,1
